No,Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
6553,gaussian,matrix304,47,Fan1,707236842.11,2.52,5122,1052802905.7,2.52,4864,0.42,28.36,0.03,43.85,0.23,0.0,0.24,6.03,6.03,18269736842.11,0.33,2.52,51.36,0.03,1.42,2.72,0.09,93.3,1,0.07,6.7,28.6,31.24,43.48,40.62,40.62,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.18,15.91,64,100
6554,gaussian,matrix304,48,Fan2,827797202.8,10.34,16977,1235807595.18,17.49,13728,17.49,11907.9,3.22,9.33,0.18,0.13,0.18,4.59,4.59,87687645687.65,17.49,10.34,94.16,2.71,47.6,1.47,0.05,94.71,1,0.05,5.29,14.39,15.85,28.09,27.89,27.89,542.53,173610,546.6,174912,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.16,8.06,32,50
6555,gaussian,matrix304,49,Fan1,691082802.55,2.51,5182,1030785562.63,2.51,5024,0.41,27.99,0.03,44.31,0.23,0.0,0.24,6.11,6.11,17751592356.69,0.32,2.51,51.37,0.03,1.42,2.91,0.09,93.19,1,0.07,6.81,28.53,31.16,45.68,42.67,42.67,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.09,15.76,64,100
6556,gaussian,matrix304,50,Fan2,832943925.23,10.4,17075,1245680003.89,18.43,13696,18.43,11906.41,3.2,9.29,0.18,0.13,0.18,4.59,4.59,88728971962.62,18.43,10.4,92.96,2.69,47.15,1.46,0.05,94.73,1,0.05,5.27,14.33,15.79,27.98,27.77,27.77,542.53,173610,546.64,174924,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.99,7.8,32,50
6557,gaussian,matrix304,51,Fan1,723333333.33,2.49,5217,1086631944.44,2.49,4800,0.41,27.7,0.03,44.63,0.23,0.0,0.25,6.17,6.17,18406666666.67,0.32,2.49,51.37,0.03,1.43,2.95,0.09,93.3,1,0.07,6.7,28.46,31.08,47.13,44.03,44.03,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.93,15.52,64,100
6558,gaussian,matrix304,52,Fan2,835280373.83,10.27,17063,1244925525.7,17.53,13696,17.53,12076.99,3.18,9.22,0.18,0.13,0.18,4.48,4.48,87817757009.35,17.53,10.27,93.17,2.67,47.33,1.45,0.05,94.83,1,0.05,5.17,14.4,15.87,28.19,27.98,27.98,537.36,171955,541.42,173256,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.97,7.76,32,50
6559,gaussian,matrix304,53,Fan1,687898089.17,2.5,5165,1027534501.06,2.5,5024,0.41,27.61,0.03,44.64,0.23,0.0,0.25,6.19,6.19,17598726114.65,0.32,2.5,51.37,0.03,1.43,2.69,0.09,93.28,1,0.07,6.72,28.39,31.01,42.86,40.04,40.04,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.12,15.81,64,100
6560,gaussian,matrix304,54,Fan2,829039812.65,10.36,16934,1238461163.15,16.84,13664,16.84,12006.55,3.18,7.6,0.18,0.13,0.18,4.48,4.48,87971896955.5,16.84,10.36,94.57,2.67,45.1,1.43,0.05,94.81,1,0.05,5.19,14.44,15.92,27.75,27.54,27.54,533.69,170782,537.75,172081,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.84,7.56,32,50
6561,gaussian,matrix304,55,Fan1,728758169.93,2.39,5315,1085205610.02,2.39,4896,0.4,27.16,0.03,45.24,0.24,0.0,0.25,6.29,6.29,17810457516.34,0.31,2.39,51.38,0.02,1.44,2.65,0.08,93.51,1,0.06,6.49,28.32,30.93,43.79,40.91,40.91,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.27,16.04,64,100
6562,gaussian,matrix304,56,Fan2,830210772.83,10.27,16971,1241059231.07,17.6,13664,17.6,11915.41,3.18,9.0,0.18,0.13,0.18,4.52,4.52,87339578454.33,17.6,10.27,91.88,2.66,47.28,1.44,0.05,94.78,1,0.05,5.22,14.38,15.85,27.77,27.51,27.51,533.69,170782,538.63,172361,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.13,8.01,32,50
6563,gaussian,matrix304,57,Fan1,720394736.84,2.44,5241,1077234100.88,2.44,4864,0.4,26.2,0.03,46.76,0.24,0.0,0.26,6.52,6.52,18019736842.11,0.31,2.44,51.38,0.03,1.44,2.86,0.09,93.1,1,0.07,6.9,28.25,30.86,44.37,41.45,41.45,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.12,15.82,64,100
6564,gaussian,matrix304,58,Fan2,825231481.48,10.27,17060,1232964409.72,15.83,13824,15.83,12008.98,3.15,9.03,0.18,0.13,0.18,4.48,4.48,86768518518.52,15.83,10.27,89.98,2.65,48.15,1.41,0.05,94.69,1,0.05,5.31,14.32,15.79,26.8,26.6,26.6,533.69,170782,537.76,172082,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.02,7.85,32,50
6565,gaussian,matrix304,59,Fan1,716129032.26,2.38,5321,1072412634.41,2.38,4960,0.4,28.24,0.03,43.25,0.23,0.0,0.24,6.05,6.05,17477419354.84,0.31,2.38,51.39,0.03,1.45,2.7,0.08,93.59,1,0.06,6.41,28.18,30.78,45.18,42.21,42.21,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.2,15.94,64,100
6566,gaussian,matrix304,60,Fan2,829069767.44,10.09,17036,1237063953.49,17.85,13760,17.85,11956.11,3.13,8.95,0.18,0.12,0.18,4.45,4.45,85679069767.44,17.85,10.09,90.83,2.63,47.57,1.47,0.05,94.79,1,0.05,5.21,14.4,15.87,28.48,28.26,28.26,528.58,169144,532.64,170446,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.89,7.64,32,50
6567,gaussian,matrix304,61,Fan1,701298701.3,2.44,5173,1049377705.63,2.44,4928,0.41,28.27,0.03,43.06,0.23,0.0,0.24,6.05,6.05,17500000000.0,0.32,2.44,51.39,0.03,1.45,2.46,0.08,93.7,1,0.06,6.3,28.11,30.7,41.85,39.1,39.1,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.37,16.2,64,100
6568,gaussian,matrix304,62,Fan2,834507042.25,9.83,16971,1244045872.46,15.98,13632,15.98,11901.08,3.12,7.4,0.18,0.12,0.18,4.45,4.45,83976525821.6,15.98,9.83,91.7,2.62,45.49,1.38,0.05,94.7,1,0.05,5.3,14.44,15.92,26.18,25.98,25.98,524.96,167988,529.02,169287,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.73,7.4,32,50
6569,gaussian,matrix304,63,Fan1,715231788.08,2.44,5174,1070364238.41,2.44,4832,0.41,26.27,0.03,46.19,0.24,0.0,0.26,6.51,6.51,17887417218.54,0.32,2.44,51.4,0.03,1.46,2.63,0.08,93.6,1,0.06,6.4,28.04,30.63,43.94,41.05,41.05,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.35,16.17,64,100
6570,gaussian,matrix304,64,Fan2,833333333.33,9.85,16989,1245219581.38,16.66,13632,16.66,11855.8,3.12,8.75,0.18,0.12,0.18,4.46,4.46,84032863849.77,16.66,9.85,92.26,2.61,47.46,1.39,0.05,94.74,1,0.05,5.26,14.38,15.85,26.71,26.5,26.5,524.96,167988,529.02,169288,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.94,7.72,32,50
6571,gaussian,matrix304,65,Fan1,720000000.0,2.44,5200,1083020833.33,2.44,4800,0.4,28.71,0.03,42.14,0.22,0.0,0.24,5.95,5.95,18020000000.0,0.31,2.44,51.4,0.03,1.46,2.67,0.08,93.49,1,0.07,6.51,27.97,30.55,43.86,40.97,40.97,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.15,15.86,64,100
6572,gaussian,matrix304,66,Fan2,818604651.16,9.98,16837,1222686531.01,17.39,13760,17.39,11794.54,3.14,8.84,0.18,0.12,0.18,4.49,4.49,83651162790.7,17.39,9.98,92.82,2.64,47.59,1.37,0.05,94.76,1,0.05,5.24,14.32,15.79,26.37,26.17,26.17,524.96,167988,529.02,169287,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.95,7.73,32,50
6573,gaussian,matrix304,67,Fan1,746666666.67,2.33,5366,1117534722.22,2.33,4800,0.39,28.68,0.03,42.07,0.22,0.0,0.24,5.96,5.96,17793333333.33,0.3,2.33,51.41,0.03,1.47,2.68,0.08,93.5,1,0.06,6.5,27.9,30.47,44.08,41.18,41.18,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.22,15.96,64,100
6574,gaussian,matrix304,68,Fan2,829039812.65,9.8,16944,1238961260.73,16.58,13664,16.58,11903.5,3.1,8.75,0.17,0.12,0.18,4.4,4.4,83208430913.35,16.58,9.8,93.35,2.59,47.31,1.35,0.05,94.73,1,0.05,5.27,14.39,15.87,25.84,25.64,25.64,519.9,166367,523.99,167676,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.84,7.56,32,50
6575,gaussian,matrix304,69,Fan1,726666666.67,2.41,5228,1088680555.56,2.41,4800,0.4,27.48,0.03,43.77,0.23,0.0,0.25,6.22,6.22,17940000000.0,0.31,2.41,51.41,0.03,1.47,2.84,0.09,93.23,1,0.07,6.77,27.83,30.4,44.88,41.93,41.93,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.05,15.7,64,100
6576,gaussian,matrix304,70,Fan2,832453051.64,9.73,17000,1246234350.55,15.67,13632,15.67,11859.19,3.06,7.27,0.17,0.12,0.18,4.39,4.39,82934272300.47,15.67,9.73,90.93,2.57,44.1,1.39,0.05,94.69,1,0.05,5.31,14.43,15.92,26.45,26.24,26.24,516.34,165228,520.4,166528,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.84,7.57,32,50
6577,gaussian,matrix304,71,Fan1,710526315.79,2.4,5154,1059450383.77,2.4,4864,0.4,28.51,0.03,42.04,0.22,0.0,0.24,6.0,6.0,17480263157.89,0.32,2.4,51.42,0.02,1.48,2.35,0.07,94.15,1,0.06,5.85,27.76,30.32,43.06,40.23,40.23,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.28,16.06,64,100
6578,gaussian,matrix304,72,Fan2,835680751.17,9.64,17027,1247982687.79,16.49,13632,16.49,11740.33,3.06,8.49,0.18,0.12,0.18,4.43,4.43,82521126760.56,16.49,9.64,90.37,2.56,47.71,1.38,0.05,94.79,1,0.05,5.21,14.37,15.85,26.74,26.53,26.53,516.34,165228,520.4,166529,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.61,7.21,32,50
6579,gaussian,matrix304,73,Fan1,720000000.0,2.4,5180,1079062500.0,2.4,4800,0.4,28.14,0.03,42.47,0.23,0.0,0.24,6.08,6.08,17673333333.33,0.31,2.4,51.42,0.02,1.48,2.69,0.08,93.59,1,0.06,6.41,27.69,30.24,44.86,41.9,41.9,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.37,16.21,64,100
6580,gaussian,matrix304,74,Fan2,836084905.66,9.73,16972,1249926297.17,16.34,13568,16.34,11751.75,3.07,8.74,0.18,0.12,0.18,4.43,4.43,83344339622.64,16.34,9.73,95.23,2.57,47.8,1.43,0.05,94.66,1,0.05,5.34,14.31,15.79,27.07,26.86,26.86,516.34,165228,520.46,166548,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.76,7.44,32,50
6581,gaussian,matrix304,75,Fan1,700636942.68,2.3,5279,1050524150.74,2.3,5024,0.39,26.99,0.03,44.14,0.24,0.0,0.25,6.33,6.33,16490445859.87,0.31,2.3,51.43,0.02,1.49,2.61,0.08,93.45,1,0.07,6.55,27.62,30.17,42.68,39.87,39.87,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.4,16.25,64,100
6582,gaussian,matrix304,76,Fan2,821678321.68,9.73,16854,1226750679.88,15.99,13728,15.99,11657.69,3.06,8.73,0.18,0.12,0.18,4.42,4.42,81832167832.17,15.99,9.73,93.65,2.56,47.52,1.39,0.05,94.77,1,0.05,5.23,14.39,15.87,26.83,26.62,26.62,511.32,163624,515.39,164926,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.6,7.18,32,50
6583,gaussian,matrix304,77,Fan1,750000000.0,2.32,5286,1115709459.46,2.32,4736,0.39,27.62,0.03,42.99,0.23,0.0,0.25,6.19,6.19,17804054054.05,0.31,2.32,51.43,0.02,1.5,2.82,0.09,93.08,1,0.07,6.92,27.55,30.09,43.64,40.77,40.77,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.26,16.03,64,100
6584,gaussian,matrix304,78,Fan2,834905660.38,9.75,16937,1247371265.72,14.04,13568,14.04,11695.01,3.02,7.12,0.17,0.12,0.18,4.38,4.38,83372641509.43,14.04,9.75,91.87,2.53,43.43,1.35,0.05,94.66,1,0.05,5.34,14.43,15.92,25.43,25.22,25.22,507.82,162502,511.91,163810,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.44,6.93,32,50
6585,gaussian,matrix304,79,Fan1,715231788.08,2.38,5169,1069157008.83,2.38,4832,0.4,26.4,0.03,44.84,0.24,0.0,0.26,6.47,6.47,17437086092.72,0.31,2.38,51.44,0.02,1.5,2.44,0.08,93.88,1,0.06,6.12,27.48,30.02,42.68,39.87,39.87,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.38,16.22,64,100
6586,gaussian,matrix304,80,Fan2,822916666.67,9.64,16998,1228491512.35,15.89,13824,15.89,11655.75,3.01,8.31,0.17,0.12,0.18,4.39,4.39,81236111111.11,15.89,9.64,92.98,2.52,46.67,1.41,0.05,94.69,1,0.05,5.31,14.37,15.85,26.87,26.65,26.65,507.82,162502,511.88,163800,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.63,7.24,32,50
6587,gaussian,matrix304,81,Fan1,735294117.65,2.28,5384,1099298747.28,2.28,4896,0.38,25.76,0.03,45.8,0.25,0.0,0.27,6.64,6.64,17143790849.67,0.3,2.28,51.44,0.02,1.51,2.49,0.08,93.6,1,0.06,6.4,27.41,29.94,41.64,38.9,38.9,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.46,16.34,64,100
6588,gaussian,matrix304,82,Fan2,841607565.01,9.44,17028,1257079885.74,15.77,13536,15.77,11728.38,3.01,8.51,0.17,0.12,0.17,4.36,4.36,81385342789.6,15.77,9.44,94.3,2.52,46.07,1.43,0.05,94.73,1,0.05,5.27,14.31,15.78,27.36,27.14,27.14,507.82,162502,511.88,163801,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.51,7.04,32,50
6589,gaussian,matrix304,83,Fan1,726666666.67,2.34,5206,1084340277.78,2.34,4800,0.4,27.55,0.03,42.7,0.23,0.0,0.25,6.2,6.2,17446666666.67,0.31,2.34,51.45,0.02,1.51,2.72,0.08,93.49,1,0.07,6.51,27.33,29.86,44.71,41.77,41.77,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.19,15.92,64,100
6590,gaussian,matrix304,84,Fan2,826697892.27,9.79,16868,1233606557.38,16.37,13664,16.37,11722.86,3.01,8.36,0.17,0.12,0.17,4.32,4.32,82918032786.89,16.37,9.79,94.98,2.51,47.72,1.37,0.05,94.74,1,0.05,5.26,14.39,15.87,26.31,26.09,26.09,502.86,160915,506.92,162213,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.5,7.04,32,50
6591,gaussian,matrix304,85,Fan1,729729729.73,2.34,5202,1098008164.41,2.34,4736,0.39,26.7,0.03,43.91,0.24,0.0,0.26,6.4,6.4,17506756756.76,0.31,2.34,51.45,0.02,1.52,2.45,0.08,93.86,1,0.06,6.14,27.26,29.79,42.77,39.96,39.96,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.47,16.36,64,100
6592,gaussian,matrix304,86,Fan2,832647058.82,9.32,16917,1243063725.49,14.62,13600,14.62,11678.39,2.98,6.97,0.17,0.12,0.17,4.31,4.31,79487058823.53,14.62,9.32,85.88,2.49,45.15,1.36,0.05,94.69,1,0.05,5.31,14.42,15.92,25.79,25.58,25.58,499.41,159810,503.47,161110,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.66,7.28,32,50
6593,gaussian,matrix304,87,Fan1,711038961.04,2.31,5240,1063074945.89,2.31,4928,0.39,27.26,0.03,42.87,0.23,0.0,0.25,6.27,6.27,16785714285.71,0.31,2.31,51.46,0.02,1.52,2.91,0.09,93.24,1,0.07,6.76,27.19,29.71,46.09,43.06,43.06,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.31,16.12,64,100
6594,gaussian,matrix304,88,Fan2,829332552.69,9.48,16934,1238314793.13,15.64,13664,15.64,11549.21,2.98,8.36,0.17,0.12,0.17,4.37,4.37,80519906323.19,15.64,9.48,91.83,2.49,46.31,1.4,0.05,94.7,1,0.05,5.3,14.36,15.85,26.72,26.47,26.47,499.41,159810,504.25,161360,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.68,7.3,32,50
6595,gaussian,matrix304,89,Fan1,671093750.0,2.33,5150,1005631510.42,2.33,5120,0.4,26.05,0.03,44.72,0.25,0.0,0.26,6.56,6.56,16018750000.0,0.31,2.33,51.47,0.02,1.53,2.55,0.08,93.92,1,0.06,6.08,27.12,29.63,44.93,41.97,41.97,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.43,16.3,64,100
6596,gaussian,matrix304,90,Fan2,839243498.82,9.41,16958,1251859239.56,14.24,13536,14.24,11637.62,2.97,8.2,0.17,0.12,0.17,4.33,4.33,80884160756.5,14.24,9.41,93.91,2.48,46.2,1.41,0.05,94.64,1,0.05,5.36,14.3,15.78,26.47,26.24,26.24,499.41,159810,503.77,161206,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.64,7.25,32,50
6597,gaussian,matrix304,91,Fan1,729729729.73,2.3,5151,1087521114.86,2.3,4736,0.4,25.21,0.03,46.06,0.23,0.0,0.25,6.3,6.3,17195945945.95,0.31,2.3,51.47,0.02,1.35,2.61,0.08,93.6,1,0.06,6.4,29.29,32.0,43.84,40.73,40.73,1.48,472,1.59,508,512,1,17,0,0,0,512,0.0,32,5,32,4,10.02,15.66,64,100
6598,gaussian,matrix304,92,Fan2,830778301.89,9.62,16865,1242003242.92,15.28,13568,15.28,11605.33,2.96,8.3,0.17,0.12,0.17,4.3,4.3,81797169811.32,15.28,9.62,95.23,2.47,47.44,1.33,0.05,94.77,1,0.05,5.23,14.38,15.87,25.61,25.4,25.4,494.5,158240,498.69,159580,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.8,7.5,32,50
6599,gaussian,matrix304,93,Fan1,704545454.55,2.29,5184,1051643668.83,2.29,4928,0.39,30.18,0.03,38.36,0.2,0.0,0.21,5.26,5.26,16487012987.01,0.31,2.29,51.48,0.02,1.35,2.5,0.07,93.95,1,0.06,6.05,29.21,31.92,44.46,41.31,41.31,1.48,472,1.59,508,512,1,17,0,0,0,512,0.0,32,5,32,4,9.64,15.06,64,100
6600,gaussian,matrix304,94,Fan2,830272511.85,9.18,16739,1238682365.72,14.53,13504,14.53,11614.15,2.96,6.79,0.17,0.12,0.17,4.26,4.26,78066350710.9,14.53,9.18,88.78,2.47,42.77,1.32,0.05,94.72,1,0.05,5.28,14.42,15.92,25.17,24.96,24.96,491.1,157152,495.16,158451,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.33,6.77,32,50
6601,gaussian,matrix304,95,Fan1,680288461.54,2.31,5079,1017127403.85,2.31,4992,0.4,29.52,0.03,39.08,0.2,0.0,0.22,5.42,5.42,16108974358.97,0.31,2.31,51.48,0.02,1.36,2.7,0.08,93.6,1,0.06,6.4,29.14,31.83,45.76,42.18,42.18,1.48,472,1.6,512,512,1,17,0,0,0,512,0.0,32,5,32,4,10.08,15.75,64,100
6602,gaussian,matrix304,96,Fan2,826291079.81,9.06,16840,1234362773.87,14.69,13632,14.69,11483.79,2.95,8.09,0.17,0.12,0.17,4.32,4.32,76680751173.71,14.69,9.06,93.8,2.46,45.49,1.38,0.05,94.62,1,0.05,5.38,14.36,15.85,25.83,25.56,25.56,491.1,157152,496.19,158782,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.56,7.12,32,50
6603,gaussian,matrix304,97,Fan1,728476821.19,2.26,5244,1085023454.75,2.26,4832,0.39,27.29,0.03,42.14,0.22,0.0,0.23,5.82,5.82,16867549668.87,0.3,2.26,51.49,0.02,1.36,2.62,0.08,93.7,1,0.06,6.3,29.06,31.75,44.78,41.61,41.61,1.48,472,1.59,508,512,1,17,0,0,0,512,0.0,32,5,32,4,9.71,15.18,64,100
6604,gaussian,matrix304,98,Fan2,828605200.95,9.17,16761,1237367021.28,14.97,13536,14.97,11588.9,2.96,8.03,0.17,0.12,0.17,4.27,4.27,77768321513.0,14.97,9.17,93.39,2.47,46.17,1.33,0.05,94.66,1,0.05,5.34,14.3,15.78,25.05,24.85,24.85,491.1,157152,495.16,158452,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.35,6.79,32,50
6605,gaussian,matrix304,99,Fan1,724489795.92,2.3,5134,1091198979.59,2.3,4704,0.39,27.38,0.03,41.87,0.22,0.0,0.23,5.8,5.8,17040816326.53,0.31,2.3,51.49,0.02,1.37,2.76,0.08,93.37,1,0.07,6.63,28.98,31.67,44.83,41.66,41.66,1.48,472,1.59,508,512,1,17,0,0,0,512,0.0,32,5,32,4,9.62,15.02,64,100
6606,gaussian,matrix32,0,Fan2,698630136.99,0.82,4881,1044021118.72,0.82,4672,0.59,1126.62,0.16,1.45,0.02,0.01,0.03,0.68,0.68,5876712328.77,0.48,0.82,90.77,0.12,35.59,0.96,0.03,97.35,1,0.03,2.65,13.34,14.69,40.56,36.3,36.3,6.83,2184,7.62,2440,16,64,16,0,0,0,1024,0.03,32,128,32,64,1.0,1.56,32,50
6607,gaussian,matrix32,1,Fan1,701492537.31,0.35,4496,1048274253.73,0.35,4288,0.19,22.49,0.02,13.79,0.11,0.0,0.13,3.27,3.27,2529850746.27,0.17,0.35,58.89,0.01,0.0,3.32,0.07,93.79,1,0.06,6.21,28.4,31.41,63.18,53.5,53.5,0.62,199,0.73,235,512,1,17,0,0,0,512,0.0,32,5,32,4,7.33,11.46,64,100
6608,gaussian,matrix32,2,Fan2,744897959.18,0.83,5252,1115823412.7,0.83,4704,0.55,1270.53,0.15,1.25,0.02,0.01,0.02,0.6,0.6,6312925170.07,0.46,0.83,90.88,0.11,35.5,0.94,0.03,97.48,1,0.03,2.52,12.82,14.13,41.43,37.08,37.08,6.83,2184,7.62,2440,16,64,16,0,0,0,1024,0.03,32,128,32,64,1.0,1.56,32,50
6609,gaussian,matrix32,3,Fan1,706766917.29,0.35,4489,1054158834.59,0.35,4256,0.19,18.89,0.02,16.21,0.13,0.0,0.16,3.89,3.89,2503759398.5,0.17,0.35,59.09,0.01,0.0,3.37,0.08,93.77,1,0.06,6.23,28.22,31.22,63.93,54.14,54.14,0.62,199,0.73,235,512,1,17,0,0,0,512,0.0,32,5,32,4,8.57,13.39,64,100
6610,gaussian,matrix32,4,Fan2,726027397.26,0.79,5086,1088363299.09,0.79,4672,0.54,1211.49,0.14,1.26,0.02,0.0,0.02,0.58,0.58,5904109589.04,0.43,0.79,90.65,0.11,35.61,0.98,0.03,97.37,1,0.03,2.63,13.52,14.9,41.87,37.1,37.1,6.22,1991,7.02,2247,16,64,16,0,0,0,1024,0.03,32,128,32,64,1.0,1.56,32,50
6611,gaussian,matrix32,5,Fan1,700757575.76,0.34,4453,1053937815.66,0.34,4224,0.19,21.49,0.02,14.08,0.12,0.0,0.14,3.42,3.42,2416666666.67,0.17,0.34,59.3,0.01,0.0,3.3,0.07,94.06,1,0.06,5.94,28.04,31.02,65.62,55.57,55.57,0.62,199,0.73,235,512,1,17,0,0,0,512,0.0,32,5,32,4,7.7,12.03,64,100
6612,gaussian,matrix32,6,Fan2,703333333.33,0.78,5035,1048715277.78,0.78,4800,0.54,1064.59,0.13,1.17,0.02,0.0,0.02,0.62,0.62,5626666666.67,0.54,0.78,88.45,0.1,33.88,1.02,0.03,97.44,1,0.03,2.56,13.81,15.23,45.48,40.01,40.01,5.85,1872,6.65,2128,16,64,16,0,0,0,1024,0.03,32,128,32,64,1.0,1.56,32,50
6613,gaussian,matrix32,7,Fan1,667808219.18,0.31,4659,996896404.11,0.31,4672,0.18,21.57,0.02,13.9,0.12,0.0,0.14,3.4,3.4,2116438356.16,0.16,0.31,59.52,0.01,0.0,3.36,0.08,93.75,1,0.06,6.25,27.86,30.82,63.48,53.75,53.75,0.62,199,0.73,235,512,1,17,0,0,0,512,0.0,32,5,32,4,8.23,12.87,64,100
6614,gaussian,matrix32,8,Fan2,718750000.0,0.74,4961,1076388888.89,0.74,4608,0.49,1030.53,0.13,1.27,0.02,0.0,0.03,0.65,0.65,5458333333.33,0.42,0.74,88.34,0.1,36.0,0.87,0.02,97.78,1,0.02,2.22,13.26,14.64,44.66,39.29,39.29,5.85,1872,6.65,2128,16,64,16,0,0,0,1024,0.03,32,128,32,64,1.0,1.56,32,50
6615,gaussian,matrix32,9,Fan1,688356164.38,0.3,4819,1031214326.48,0.3,4672,0.17,20.35,0.02,14.74,0.12,0.0,0.14,3.61,3.61,2082191780.82,0.16,0.3,59.76,0.01,0.0,3.32,0.08,93.78,1,0.06,6.22,27.68,30.63,63.05,53.39,53.39,0.62,199,0.73,235,512,1,17,0,0,0,512,0.0,32,5,32,4,9.26,14.47,64,100
6616,gaussian,matrix32,10,Fan2,713793103.45,0.75,4958,1067923850.57,0.75,4640,0.49,1354.25,0.13,0.94,0.02,0.0,0.02,0.49,0.49,5489655172.41,0.44,0.75,88.21,0.1,35.88,1.04,0.03,97.37,1,0.03,2.63,12.72,14.06,45.14,39.71,39.71,5.85,1872,6.65,2128,16,64,16,0,0,0,1024,0.03,32,128,32,64,1.0,1.56,32,50
6617,gaussian,matrix32,11,Fan1,727443609.02,0.29,4615,1083999060.15,0.29,4256,0.18,18.65,0.02,16.09,0.13,0.0,0.16,3.94,3.94,2180451127.82,0.16,0.29,50.0,0.01,0.0,3.36,0.08,93.75,1,0.06,6.25,27.5,30.43,63.54,53.8,53.8,0.62,199,0.73,235,512,1,17,0,0,0,512,0.0,32,5,32,4,8.66,13.54,64,100
